"V1","V2","V3","V4"
1.8885032641576,3.41090810084877,2.09346633435118,2.46886041842286
2.01371005958437,1.93882185284609,2.15731532485298,2.26756364183487
1.93050059700562,3.19003204752807,2.02751835909557,1.55618367545835
4.55112037090874,3.87301076731693,3.82333878450745,4.34767553744192
1.65226203894322,1.20077435804573,2.26527159306334,2.05590184699456
2.36551982706186,2.99969558672992,2.81520021768699,3.2164538969256
2.02495995722058,3.75779317771506,1.56260824473197,0.875863411344522
3.70057165627407,2.57572159843187,1.26267588097761,2.40301074009508
2.32037649147774,2.73600198911309,2.04457161624,2.59778794168047
3.0311874858355,1.78975553996959,2.40938941340072,2.05822840806327
1.82436527374612,0.290772963527384,1.35892558947743,0.951626037408736
3.42941240746511,3.61807685505694,2.58614565716138,2.37473747360755
3.66708383312895,1.20859053020882,1.55561492698155,1.70428988355976
2.14298743692086,3.15845829602265,2.93338001890162,2.35494623291931
7.27880402134701,3.6942586631191,5.38812255325338,2.94784280409366
1.27368332144117,1.12232416508143,1.862865216567,1.05828461849592
4.01816712842814,4.90146548149708,4.27567460071165,2.51830189601753
1.75486561074277,-1.08706948821869,0.776053541745449,0.730333264445652
3.81812751225428,7.60850229271657,1.22664457989353,3.97944878879613
4.23933081897902,3.51964261149239,4.11826268798331,4.68781550440003
2.82156910107945,-1.0810765021252,1.3596393439003,2.69251728206669
1.21057940188055,2.07523248138404,1.4673200980004,0.943265643459574
4.58477702291381,5.09179923907064,3.09159742031307,3.87015411104295
3.10659568588273,2.56375120851559,2.58972237060236,2.82209405436137
3.96466862494051,4.45813346093093,3.10465749193821,3.78229564761292
3.02791046265429,4.53696799634887,3.48950792617701,2.19494181371417
1.98871224672815,2.15115296344994,2.23679100934242,1.89666034154651
2.35435532614888,2.18100582058545,2.07790586181066,1.72716190694751
2.4156934789251,2.74310166205647,2.82353709304792,2.61136399335856
2.32740827437771,2.06410251241235,1.94235671183974,2.35493648355984
3.89269193369912,4.65555392810259,4.98544676333267,4.08289748889525
1.94993830105862,3.31491100617761,3.14880606402863,3.33055127947901
2.59479920815567,2.43456243367367,2.60108046170037,2.7027221670925
1.21274100531344,2.64408986325247,1.89494860400365,0.851882805996604
5.89873739392256,5.52852354712008,5.41133871966057,2.7553129742839
1.96696523546304,2.63597874846406,2.02663022036432,1.56008121106726
3.60149910518457,3.27729726654181,3.06411174758025,3.4319807024208
0.579321559197611,2.88244086098884,1.29849416773584,2.58474751829348
3.17618566854512,-3.30697582987368,-0.638023896027653,-0.931694767659437
3.0044136218749,2.21542889335029,3.03237501736091,2.56090735544267
2.96118011313889,2.24984257828299,0.98801377691606,-0.552072721083218
1.99150154122804,2.32306533289927,2.07432389580437,2.30983260583302
0.327328833165454,2.38786481351895,0.222496006793661,2.08569812868927
2.69541198299826,2.56169239163244,2.86462116611096,2.769507937509
1.91758090863996,2.09739524368085,2.98158570410659,3.25756548539197
1.4989244690574,2.36767518532399,1.87772173990205,1.55156375740124
3.32308937501909,1.92380812784539,2.29492906571122,2.70098253085374
2.29658149343824,1.25745308384139,2.05436356202287,1.95348775196629
2.65208986072493,2.95040911888372,2.81078819377455,3.78535222979744
1.36019004735631,-0.217572245499509,1.86237179470665,2.72285062302399
1.12140631888197,2.25850506343688,1.4844201521688,2.62422570996823
3.09877860941775,1.81011077695244,2.76413090442166,0.455180757667876
4.96508004371823,3.50286733412103,4.03115551872846,3.62805295918158
3.03811240584669,0.785939499840464,2.67211620628983,2.77133251143354
3.02725849983126,3.48148855671311,2.25415377275277,1.98032728467993
2.6001953621473,2.64741617643179,2.15722163852769,2.16595888424496
1.91087716761288,2.1301206975819,2.39671019027547,2.18352540840753
2.68163728166917,1.78223722151462,3.61043627807605,1.5214239673829
2.42241014201171,2.54938092175587,2.44908432308186,2.19716013078286
4.89082776749393,1.9630070198715,2.29487133395113,1.02292704669586
2.63923599017407,0.835315315223322,3.20765077627908,2.81166134384215
2.52140061618315,1.84855850272165,2.05441484345758,3.536960045337
3.9168948405904,2.76191989809404,2.27918275577555,2.57044070991723
2.83056315796265,0.264198180791676,1.90731974736727,1.50123831162195
1.76361698625414,2.20352154468654,2.04289529280447,2.82553316608433
3.76316965115789,7.16380373537832,5.78720798901798,4.65122286077209
3.80029659255391,2.37708070479708,2.77840181994544,2.8293573306686
2.55058039223055,-0.422852090998272,2.37151954233065,1.55940727246808
2.57175275375299,2.33205408254782,2.98215915078895,5.02775716466702
3.51733001712651,0.404034802435272,1.31160476328197,1.60241505861541
4.96140090514692,7.22617873683115,3.98568196546219,3.97290574900252
2.5700752755921,1.45928722918195,1.77113491090371,2.50265130484317
-1.9382004984244,-0.646416929579007,-1.94677607877764,-0.39404137635791
1.23574331371684,2.83885847875374,2.49897615461047,2.09219341213727
0.930386536255489,2.30026592293995,2.08228151271595,2.36928193384838
2.20562077872883,3.12249602746012,2.59921455127325,2.50574810086506
